POSTED_BY;UNDER_CONSTRUCTION;RERA;BHK_NO.;BHK_OR_RK;SQUARE_FT;READY_TO_MOVE;RESALE;ADDRESS;LONGITUDE;LATITUDE;TARGET(PRICE_IN_LACS)
Owner;0;0;3;BHK;534.061.239;1;1;Sector 55 Faridabad,Faridabad;2.834.532;77.299.035;45.0
Dealer;1;1;2;BHK;1100.0;0;1;Majiwada,Mumbai;19.218.498;72.992.114;110.0
Dealer;0;0;3;BHK;1.968.888.889;1;1;GS Road,Guwahati;2.616.667;9.176.666.999.999.990;88.6
Dealer;0;1;3;BHK;2.196.354.052;1;1;Sector-110 Noida,Noida;28.536.585;77.383.669;100.0
Dealer;0;1;4;BHK;2400.0;1;1;Laxmi Nagar,Mumbai;22.281.215;70.789.479;300.0
Dealer;0;0;2;BHK;1.650.252.861;1;1;Hadapsar,Pune;1.849.667;7.394.167;62.0
Dealer;1;1;2;BHK;6.320.572.844.999.990;0;0;Vasai East,Mumbai;19.402.549;7.285.441.800.000.000;45.9
Owner;0;0;2;BHK;1.034.965.035;1;1;Chinhat,Lucknow;26.882.832;81.033.767;37.0
Dealer;0;0;2;BHK;9.650.439.631;1;1;kavesar,Maharashtra;18.96;72.82;90.0
Builder;1;1;2;BHK;6.005.495.224;0;0;Sus,Lalitpur;24.690.279.999.999.900;7.841.889;45.9
Dealer;0;0;2;BHK;9.848.484.847.999.990;1;1;Hiranandani Estate,Mumbai;19.255.098;729.815.265;130.0
Dealer;0;0;3;BHK;1.700.060.716;1;1;Chembur,Mumbai;1.905.871;7.289.969;420.0
Dealer;0;1;1;BHK;5.460.145.603.999.990;1;0;Thane West,Mumbai;19.18;7.296.333;58.5
Dealer;0;0;2;BHK;1.195.499.297;1;1;Karamsad,Anand;22.55;72.9;17.0
Dealer;1;1;3;BHK;16.774.685.470.000.000;0;1;Thakur Village,Mumbai;18.914.541;72.818.211;220.0
Dealer;0;1;3;BHK;16.997.167.140.000.000;1;1;Crossing Republik,Ghaziabad;28.629.811;77.434.197;48.0
Dealer;0;0;2;BHK;1.075.027.996;1;1;sector-121 Noida,Noida;28.602.325;7.740.199.399.999.990;48.0
Dealer;1;1;1;BHK;48.579.007.199.999.900;0;0;Balkum,Mumbai;19.222.101.000.000.000;72.988.231;64.1
Owner;0;0;2;BHK;9.298.998.569;1;1;Rajarajeshwari Nagar,Bangalore;12.919.423;77.522.774;52.0
Dealer;0;0;3;BHK;1.438.021.283;1;1;Hiranandani Gardens - Powai,Lalitpur;19.124.896;7.289.350.300.000.000;600.0
Dealer;0;0;5;BHK;52.999.548.939.999.900;1;1;Iblur Village,Bangalore;1.291.668;7.759.196;470.0
Dealer;0;1;2;BHK;1.020.181.859;1;1;Thanisandra,Bangalore;13.055.985;77.622.157;46.0
Owner;0;0;2;BHK;1.070.135.002;1;1;Vaishali,Ghaziabad;286.423;773.445;65.0
Owner;0;0;2;BHK;24.003.840.609.999.900;1;1;Tiruchanur,Tirupati;13.603.543;79.460.402;50.0
Owner;0;0;3;BHK;1.767.388.826;1;1;Kompally,Secunderabad;17.546.483;78.480.303;77.5
Builder;1;1;1;BHK;524.0;0;0;Tathawade,Pune;186.182;737.447;26.2
Dealer;1;1;2;BHK;9.237.875.288.999.990;0;1;Sector-63A Gurgaon,Gurgaon;28.359.199;76.836.683;120.0
Dealer;0;0;3;BHK;1.657.275.439;1;1;Banashankari Stage VI,Bangalore;129.223;775.532;100.0
Dealer;0;0;2;BHK;680.0;1;1;Mulund (West),Lalitpur;191.759;729.522;170.0
Owner;0;0;2;BHK;1.100.478.469;1;1;Gorwa,Vadodara;223.301;731.611;23.0
Dealer;0;1;3;BHK;17.016.949.149.999.900;1;0;Bhatagaon,Raipur;21.152.442;81.090.184;50.2
Owner;0;0;1;BHK;4.510.309.278;1;1;Shalimar Garden Extension II,Ghaziabad;28.689.982;77.339.807;14.0
Dealer;0;0;3;BHK;27.278.562.260.000.000;1;1;Rajarhat,Kolkata;2.254.111;8.833.778.000.000.000;85.0
Owner;0;0;2;BHK;1000.0;1;1;Cantonment,Vizianagaram;18.116.670.000.000.000;8.341.667;30.0
Dealer;0;0;3;BHK;17.901.897.600.000.000;1;1;Sector-81 Gurgaon,Gurgaon;28.388.225;76.946.376;100.0
Owner;0;0;2;BHK;11.003.521.130.000.000;1;1;Patuli GhoshPara,Kolkata;22.598.675;88.438.512;25.0
Dealer;0;1;2;BHK;1.232.162.459;1;1;Sector 80 Faridabad,Faridabad;28.381.971.000.000.000;77.347.688;44.9
Dealer;0;0;1;BHK;497.988.891;1;1;Dharapur,Guwahati;26.137.220.000.000.000;9.162.778;26.0
Owner;0;0;3;BHK;1.726.017.442;1;1;Kadugodi,Bangalore;12.995.285;77.766.797;95.0
Dealer;1;1;3;BHK;1.320.052.802;0;1;Kharadi,Pune;185.438;739.438;110.0
Owner;0;0;2;BHK;9.900.990.098.999.990;1;1;New Shanti Nagar,Raipur;21.250.076;81.660.749;25.0
Dealer;0;0;1;BHK;6.750.441.375;1;1;Sector-35G Kharghar,Lalitpur;24.690.279.999.999.900;7.841.889;65.0
Owner;0;0;2;BHK;6.740.361.283;1;1;Punkunnam,Thrissur;105.339;762.085;25.0
Dealer;0;0;1;BHK;7.751.114.886;1;1;Sector-99 Noida,Noida;28.543.278.000.000.000;77.358.896;36.5
Dealer;0;0;2;BHK;7.181.042.049;1;1;Powai,Lalitpur;19.12;72.91;180.0
Dealer;1;1;4;BHK;3200.0;0;1;Sector-150 Noida,Noida;28.429.614;77.481.711;180.0
Owner;0;1;2;BHK;9.451.795.841;1;1;Giduri,Satna;24.586.021;8.078.740.400.000.000;30.0
Dealer;0;1;2;BHK;1.089.028.042;1;1;Laxmi Nagar,Maharashtra;2.007.911;73.911.636;160.0
Dealer;0;1;2;BHK;9.421.518.748.999.990;1;1;Mysore Road,Bangalore;1.296.991;7.759.796;50.0
Dealer;0;0;2;BHK;1370.0;1;1;Nirman Nagar,Jaipur;19.980.678;79.297.436;82.2
Owner;0;0;2;BHK;1.265.111.049;1;1;Andalpuram,Madurai;990.708;78.102.316;90.0
Dealer;0;0;3;BHK;139.431.121;1;1;Dhokali,Lalitpur;24.690.279.999.999.900;7.841.889;100.0
Dealer;1;0;2;BHK;800.0;0;1;Chandapura,Bangalore;12.800.089.999.999.900;7.771.181.999.999.990;27.0
Dealer;1;1;3;BHK;1.505.144.771;0;1;Zirakpur,Chandigarh;30.662.283.000.000.000;76.822.397;62.9
Owner;0;0;3;BHK;1.067.270.375;1;1;Shiv Mandir,Siliguri;25.232.239;71.392.013;33.0
Owner;0;0;3;BHK;1.400.059.577;1;1;Kathreguppe,Bangalore;12.913.771;77.768.321;94.0
Dealer;0;0;1;BHK;7.289.473.684;1;1;Pratap Nagar,Jaipur;26.807.408.000.000.000;7.583.865.899.999.990;27.7
Dealer;0;1;3;BHK;1.293.103.448;1;0;Raj Nagar Extension,Ghaziabad;26.900.926.000.000.000;75.775.927;37.5
Builder;1;1;3;BHK;1.064.690.027;0;0;Vishrantwadi,Lalitpur;24.690.279.999.999.900;7.841.889;9480.0
Dealer;0;0;3;BHK;2.939.624.633;1;1;Sector-65 Gurgaon,Gurgaon;28.403.138.000.000.000;77.070.052;390.0
Dealer;0;1;2;BHK;1.431.068.385;1;1;Sector-66A Mohali,Mohali;30.661.103.999.999.900;76.746.082;65.5
Owner;0;0;3;BHK;13.500.635.320.000.000;1;1;BTM 1st Stage,Bangalore;1.296.991;7.759.796;85.0
Owner;0;0;1;BHK;7.501.630.789;1;1;Pal Gam,Surat;21.189.685;72.841.062;23.0
Dealer;0;1;3;BHK;1.170.074.459;1;1;Ghodbunder Road,Lalitpur;24.690.279.999.999.900;7.841.889;99.0
Owner;0;0;2;BHK;1.121.076.233;1;1;Dixit Nagar,Lalitpur;24.690.279.999.999.900;7.841.889;45.0
Dealer;0;0;4;BHK;1.904.761.905;1;1;Sector-44 Chandigarh,Chandigarh;30.714.837;76.751.896;100.0
Dealer;0;0;4;BHK;7.054.132.801.999.990;1;1;Sector-81 Gurgaon,Gurgaon;28.388.225;76.946.376;460.0
Dealer;0;0;2;BHK;9.500.285.008.999.990;1;1;Malad (East),Maharashtra;191.758;728.643;150.0
Owner;0;0;2;BHK;9.699.321.048;1;1;Mylasandra,Bangalore;12.852.041;77.616.315;40.0
Dealer;0;0;1;BHK;6.360.078.278;1;1;Sector 35I Kharghar,Mumbai;19.038.204.999.999.900;7.306.612;52.0
Dealer;0;0;4;BHK;4.578.507.945;1;1;Sathya Sai Layout,Bangalore;12.929.162;77.629.041;340.0
Owner;0;0;1;BHK;7.000.259.269;1;1;Wagholi,Pune;185.823;73.983;27.0
Dealer;0;0;3;BHK;1.859.637.775;1;1;Majiwada,Lalitpur;19.218.498;72.992.114;230.0
Owner;0;0;3;BHK;17.001.866.059.999.900;1;1;ISBT Tutikandi,Shimla;31.097.061;7.715.489.699.999.990;82.0
Dealer;0;0;3;BHK;1.847.187.238;1;0;Sector-86 Gurgaon,Gurgaon;28.397.468;76.945.489;110.0
Dealer;0;1;1;BHK;50.955.414.010.000.000;1;0;Panvel,Maharashtra;18.966.114;73.148.278;40.0
Dealer;0;0;3;BHK;1.427.424.391;1;1;Prince Anwar Shah Rd.,Kolkata;2.256.972;8.836.972;160.0
Owner;0;0;2;BHK;7.150.518.413;1;1;Jaisinghpura,Jaipur;26.532.207;75.520.538;20.0
Owner;0;0;3;BHK;1.393.214.227;1;1;Nehru Nagar,Bangalore;19.062.322;7.288.075.400.000.000;85.0
Owner;0;0;2;BHK;9.003.215.434;1;1;Sector-127 Mohali,Mohali;30.768.683.000.000.000;76.650.876;22.4
Dealer;0;0;2;BHK;1000.0;1;1;Thane West,Mumbai;19.18;7.296.333;120.0
Owner;0;0;2;BHK;800.0;1;1;City Center,Gwalior;26.209.301.999.999.900;78.194.369;35.0
Dealer;1;0;1;BHK;44.503.049.280.000.000;0;1;Kasar vadavali,Maharashtra;20.084.522;72.900.306;54.0
Owner;0;0;2;BHK;1.125.175.809;1;1;Bandepalya,Bangalore;1.296.991;7.759.796;56.0
Dealer;0;0;2;BHK;1.015.113.918;1;1;Mira Road,Maharashtra;19.283.359;72.864.964;90.0
Owner;0;1;2;BHK;12.004.175.369.999.900;1;1;Katara Hills,Bhopal;23.185.756;77.498.465;23.0
Dealer;0;1;1;BHK;1.060.147.122;1;1;Devanahalli,Bangalore;13.23;77.7;49.0
Owner;0;0;3;BHK;16.548.463.359.999.900;1;1;Kakkanad,Kochi;9.930.471;76.271.273;70.0
Dealer;0;0;3;BHK;1.175.121.811;1;1;Rajarhat,Kolkata;2.254.111;8.833.778.000.000.000;41.0
Owner;0;0;1;BHK;41.202.132.819.999.900;1;1;Khodiyar Nagar,Vapi;20.379.289;72.932.048;8.5
Dealer;0;0;3;BHK;1.877.435.352;1;1;Sama Savli Road,Vadodara;22.340.396;7.319.706;53.0
Dealer;1;0;2;BHK;1.150.121.065;0;1;TC Palaya,Bangalore;50.817.397;442.145;38.0
Owner;0;0;2;BHK;9.100.529.101;1;1;Vimal Nagar,Rajkot;22.281.878;70.752.639;43.0
Builder;1;1;2;BHK;1080.0;0;0;KR Puram,Bangalore;13.010.349;77.712.151;32.4
Dealer;0;1;3;BHK;1.902.843.071;1;1;Binny Pete,Bangalore;1.296.991;7.759.796;170.0
Owner;0;0;1;BHK;8.504.606.662;1;1;Bicholi Mardana,Indore;221.764;758.193;12.0
Dealer;1;1;2;BHK;1.051.223.242;0;1;Thane West,Lalitpur;19.18;7.296.333;110.0
Dealer;0;1;2;BHK;9.450.617.925;1;1;Ghodbunder Road,Lalitpur;24.690.279.999.999.900;7.841.889;91.0
Owner;1;0;2;BHK;5.700.958.797.999.990;0;1;Ashoka Garden,Bhopal;23.259.859;77.427.777;22.0
Dealer;0;0;2;BHK;1.050.070.432;1;1;Sector 19 Ulwe,Maharashtra;19.049.989;73.077.321;82.0
Dealer;0;1;2;BHK;17.850.604.170.000.000;1;1;Andheri (East),Mumbai;191.145;728.712;390.0
Owner;0;0;2;BHK;800.0;1;1;Garia,Kolkata;22.403.867;8.847.000.600.000.000;35.0
Owner;0;0;2;BHK;7.500.551.511;1;1;Kengeri,Bangalore;12.919.986.999.999.900;77.489.265;34.0
Dealer;0;0;2;BHK;1.129.908.619;1;1;Sector-16 Ulwe,Lalitpur;28.409.274;77.322.293;91.5
Builder;1;1;4;BHK;2.857.142.857;0;0;Bicholi Mardana,Indore;221.764;758.193;120.0
Dealer;0;0;2;BHK;8.966.801.117.000.000;1;1;Zirakpur,Chandigarh;30.662.283.000.000.000;76.822.397;28.9
Owner;0;0;2;BHK;900.116.144;1;1;Udaya Nagar,Bangalore;16.198.332;7.734.239.000.000.000;31.0
Owner;0;0;3;BHK;18.703.241.899.999.900;1;1;Kundli,Sonipat;28.874.383;77.113.251;75.0
Owner;0;0;2;BHK;12.881.022.619.999.900;1;1;Hennur Road,Bangalore;130.306;776.485;78.6
Dealer;1;1;4;BHK;2.461.538.462;0;1;Vaishali Nagar,Jaipur;2.691.868;75.750.399;160.0
Dealer;0;0;2;BHK;10.664.081.429.999.900;1;1;Bhayli,Vadodara;22.288.976;73.128.222;22.0
Dealer;0;0;4;BHK;4.299.996.417;1;1;Andheri (West),Mumbai;19.139.348.000.000.000;72.820.458;1200.0
Dealer;1;1;2;BHK;8.168.491.699;0;0;Worli,Lalitpur;190.167;728.167;370.0
Dealer;0;0;2;BHK;1.261.625.556;1;1;Kundli,Sonipat;28.874.383;77.113.251;31.2
Owner;0;0;2;BHK;1.160.092.807;1;1;Kodigehalli,Bangalore;130.583;775.732;45.0
Dealer;1;1;2;BHK;8.287.063.893;0;1;Kurar Village,Lalitpur;1.291.668;7.759.196;100.0
Owner;0;1;3;BHK;2.015.021.066;1;1;KR Puram,Bangalore;13.010.349;77.712.151;110.0
Dealer;0;0;3;BHK;2.765.784.114;1;1;Ajmer Road,Jaipur;26.928.784.999.999.900;75.828.002;67.9
Dealer;0;0;2;BHK;7.900.334.245;1;1;Phase 1 Kammasandra,Bangalore;12.863.491.999.999.900;7.774.143.000.000.000;26.0
Builder;0;0;3;BHK;1.358.024.691;1;0;Ekkaduthangal,Chennai;13.09;80.27;110.0
Owner;0;0;1;BHK;8.501.594.049;1;1;Harinagar,Surat;21.800.275;7.260.499.300.000.000;24.0
Dealer;0;0;2;BHK;1.115.075.825;1;1;Sector 21 Ulwe,Mumbai;18.973.907.999.999.900;7.302.510.600.000.000;100.0
Dealer;0;0;1;BHK;40.630.886.860.000.000;1;1;DN Nagar,Maharashtra;20.742.166;80.104.602;110.0
Dealer;0;0;2;BHK;1.080.080.235;1;1;Kasba,Kolkata;22.519.728;8.838.573.000.000.000;70.0
Dealer;0;1;4;BHK;36.212.343.020.000.000;1;1;Nagavarapalya,Bangalore;1.296.991;7.759.796;470.0
Dealer;1;1;6;BHK;1.005.025.126;0;1;Sector-124 Noida,Noida;28.548.382;7.732.781.899.999.990;1200.0
Dealer;0;0;3;BHK;11.500.069;1;1;Chembur,Maharashtra;1.905.871;7.289.969;250.0
Owner;0;1;3;BHK;24.894.067.800.000.000;1;1;Doddanekundi,Bangalore;12.980.033;7.769.932.800.000.000;94.0
Dealer;1;0;3;BHK;1.894.179.894;0;1;Naini,Allahabad;253.945;818.615;53.7
Dealer;0;0;4;BHK;4000.0;1;1;Sector-4 Vaishali,Ghaziabad;28.644.695.000.000.000;7.733.895.600.000.000;140.0
Dealer;0;1;2;BHK;1.269.146.608;1;1;Bicholi Hapsi,Indore;22.727.017;7.593.404.100.000.000;40.6
Owner;0;1;4;BHK;34.583.665.869.999.900;1;1;Sector-78 Noida,Noida;28.560.719;77.386.208;260.0
Builder;0;1;2;BHK;8.352.668.213;1;0;Naya Raipur,Raipur;299.055;752.547;25.2
Owner;0;0;2;BHK;1.185.146.168;1;1;Rajarhat,Kolkata;2.254.111;8.833.778.000.000.000;90.0
Dealer;0;0;3;BHK;1.289.872.756;1;1;Devanahalli,Bangalore;13.23;77.7;74.0
Dealer;0;0;3;BHK;2100.0;1;1;MG Road,Kochi;11.931.023;79.828.222;210.0
Dealer;0;0;4;BHK;3.167.898.627;1;1;Pal Gam,Surat;21.189.685;72.841.062;150.0
Owner;0;0;4;BHK;4.333.333.333;1;1;Mulanthuruthy,Kochi;9.893.479;76.408.774;65.0
Builder;0;0;2;BHK;845.007.783;1;1;Kundrathur,Chennai;129.974;800.966;38.0
Dealer;0;0;1;BHK;850.0;1;1;ZAGADE WASTI,Pune;21.0;77.0;27.2
Dealer;1;1;2;BHK;9.230.100.988;0;1;Ghodbunder Road,Lalitpur;24.690.279.999.999.900;7.841.889;85.0
Owner;0;0;3;BHK;1.490.312.966;1;1;Ramavarappadu,Vijayawada;16.531.879;80.670.951;60.0
Owner;0;0;3;BHK;1.480.019.734;1;1;Radha Vihar,Jaipur;26.222.384;8.586.210.799.999.990;60.0
Owner;0;0;3;BHK;1.510.159.253;1;1;Begur Road,Bangalore;128.706;776.279;110.0
Dealer;1;1;1;BHK;4.530.166.793.000.000;0;1;Kolshet Road,Lalitpur;24.690.279.999.999.900;7.841.889;66.0
Dealer;0;0;2;BHK;9.996.079.969.000.000;1;0;Dabhoi,Vadodara;2.212.947;7.341.756;25.5
Owner;0;0;2;BHK;1000.0;1;1;Narendra Nagar,Nagpur;21.105.779.000.000.000;79.078.497;30.0
Owner;0;0;3;BHK;1.350.135.014;1;1;Electronics City Phase 1,Bangalore;12.840.956;77.659.441;60.0
Dealer;0;0;3;BHK;1.231.578.947;1;1;Kudlu,Bangalore;12.887.839.999.999.900;77.654.131;46.8
Dealer;1;1;2;BHK;8.298.850.575;0;0;Mangadu,Chennai;13.034.709;80.105.584;36.1
Dealer;0;0;2;BHK;10.697.827.519.999.900;1;1;Crossing Republik,Ghaziabad;28.629.811;77.434.197;32.5
Dealer;0;0;1;BHK;6.100.273.241;1;1;Bhandup (West),Maharashtra;19.147.866;72.932.609;96.0
Dealer;0;0;4;BHK;2.030.205.496;1;1;Sector-91 Mohali,Mohali;30.698.017;76.679.016;82.0
Dealer;0;0;2;BHK;9.787.377.658;1;1;Sector 77 Faridabad,Faridabad;28.368.269;7.737.273;29.0
Dealer;1;1;3;BHK;15.032.258.060.000.000;0;1;Vaishali Nagar,Jaipur;2.691.868;75.750.399;46.6
Dealer;1;1;2;BHK;8.048.649.615;0;1;Bannerghatta Road,Bangalore;12.808.137;7.758.308.000.000.000;45.0
Owner;0;0;3;BHK;14.000.518.539.999.900;1;1;Gopabandhu Nagar,Berhampur;20.277.510.999.999.900;85.810.411;54.0
Dealer;0;1;2;BHK;1.251.091.068;1;1;Sarthana Jakatnaka,Surat;21.235.342.000.000.000;72.917.751;43.0
Dealer;0;0;3;BHK;18.504.240.559.999.900;1;1;Alwar Bypass Road,Bhiwadi;282.102;768.606;48.0
Owner;0;0;2;BHK;7.110.877.008;1;1;Anekal,Bangalore;12.732.961;77.707.059;27.0
Owner;0;0;1;BHK;5.400.540.053.999.990;1;1;Shalimar Garden Extension I,Ghaziabad;28.689.982;77.339.807;24.0
Dealer;0;0;2;BHK;748.0;1;1;Baguihati,Kolkata;22.617.564;88.427.982;18.7
Dealer;0;0;2;BHK;1.166.039.111;1;1;Yemlur,Bangalore;1.296.991;7.759.796;96.0
Dealer;0;0;2;BHK;9.430.573.019.999.990;1;1;Powai,Mumbai;19.12;72.91;210.0
Dealer;0;0;3;BHK;1.700.071.582;1;1;Hazra Road,Kolkata;22.221.142;88.281.267;190.0
Dealer;0;0;4;BHK;2.175.202.689;1;1;Raj Nagar Extension,Ghaziabad;26.900.926.000.000.000;75.775.927;110.0
Owner;1;0;3;BHK;2.181.818.182;0;1;S T Bed colony koramangala,Bangalore;129.259;776.229;240.0
Owner;0;0;3;BHK;1.700.071.582;1;1;Sitapur National Highway,Lucknow;27.566.670.000.000.000;8.068.333;95.0
Owner;0;0;2;BHK;1.080.246.914;1;1;Satgaon,Guwahati;26.157.856;91.827.348;35.0
Owner;0;0;3;BHK;1.276.127.613;1;1;Hebbal,Bangalore;13.040.339.999.999.900;77.591.347;58.0
Dealer;0;1;3;BHK;2.735.016.019;1;1;Dairy Circle,Bangalore;1.296.991;7.759.796;350.0
Dealer;0;1;2;BHK;9.880.395.216.000.000;1;1;Powai,Lalitpur;19.12;72.91;190.0
Dealer;0;0;3;BHK;9.350.788.138;1;1;Tollygunge,Kolkata;22.5;88.35;35.0
Dealer;0;0;1;BHK;5.500.207.555;1;1;Sector-23 Juinagar,Mumbai;19.050.992;7.301.794.699.999.990;53.0
Dealer;1;1;2;BHK;10.948.905.109.999.900;0;1;Sector-88 Mohali,Mohali;30.684.523;76.691.728;51.0
Dealer;0;0;5;BHK;63.977.252.530.000.000;1;1;Suraj Kund,Faridabad;28.488.415.000.000.000;77.285.903;360.0
Dealer;0;1;2;BHK;115.001.465;1;1;Keshav Nagar,Pune;2.716.726;7.570.950.500.000.000;78.5
Owner;0;0;2;BHK;9.361.348.034;1;1;Ramanathapuram,Coimbatore;10.999.392;76.997.254;45.0
Dealer;0;1;2;BHK;1.150.030.066;1;1;Wakad,Pune;185.993;737.625;76.5
Dealer;1;1;4;BHK;38.104.310.549.999.900;0;1;Hebbal,Bangalore;13.040.339.999.999.900;77.591.347;320.0
Owner;1;0;2;BHK;1.173.020.528;0;1;Telephone Nagar,Chennai;10.036.626;7.748.248.199.999.990;84.0
Dealer;0;0;4;BHK;2.541.699.762;1;0;Karapakkam,Chennai;12.925.027;80.235.348;160.0
Dealer;0;0;2;BHK;9.501.648.244.999.990;1;1;Sector-51 Noida,Noida;28.535.783.000.000.000;77.400.502;49.0
Owner;0;0;2;BHK;104.512.276;1;1;Suddaguntepalya,C V Raman Nagar,Bangalore;12.985.206;77.663.799;63.0
Dealer;0;0;3;BHK;1.969.667.126;1;1;Hinjewadi Phase 1,Pune;185.853;737.413;100.0
Dealer;0;0;2;BHK;9.300.661.777.999.990;1;1;Mhasoba Nagar,Pune;20.042.481;74.473.635;52.0
Dealer;0;0;2;BHK;1.071.080.818;1;1;Dombivli (East),Lalitpur;192.167;730.833;55.0
Dealer;1;1;3;BHK;14.002.089.859.999.900;0;1;Sector-66b Mohali,Mohali;30.651.191.999.999.900;76.755.011;67.0
Dealer;0;0;2;BHK;11.764.705.880.000.000;1;0;Mahesh Nagar,Mumbai;30.387.135.999.999.900;75.865.105;200.0
Dealer;0;0;4;BHK;19.259.259.260.000.000;1;1;Sector-49 Chandigarh,Chandigarh;30.692.242.999.999.900;76.750.614;130.0
Owner;0;0;2;BHK;1.053.001.053;1;1;G-303, Mahalaxmi 2, Pethapur Crossing, Gandhinagar,Gandhinagar;2.319.635;72.633.149;30.0
Owner;0;0;2;BHK;10.511.562.720.000.000;1;1;Lake City,Bangalore;1.296.991;7.759.796;45.0
Dealer;1;1;2;BHK;9.885.365.491;0;1;Bavdhan,Pune;18.510.417.999.999.900;73.781.944;66.4
Dealer;0;0;2;BHK;1.300.034.211;1;1;Selvapuram,Coimbatore;11.0;7.696.667;38.0
Dealer;1;1;2;BHK;8.500.028.332.999.990;0;1;Balkum,Lalitpur;24.690.279.999.999.900;7.841.889;150.0
Owner;0;0;2;BHK;9.486.166.007.999.990;1;1;NH-24 Highway,Ghaziabad;2.866.667;7.741.667;31.2
Owner;0;0;3;BHK;17.601.987.989.999.900;1;1;Kakkanad,Kochi;9.930.471;76.271.273;85.0
Owner;0;0;2;BHK;8.501.259.446;1;1;Alwar Bhiwadi Road,Bhiwadi;28.21;76.87;27.0
Dealer;0;1;1;BHK;6.549.646.319;1;1;Sector 19 Ulwe,Mumbai;19.049.989;73.077.321;50.0
Dealer;0;0;2;BHK;10.500.190.910.000.000;1;1;Dahisar (East),Lalitpur;19.256.470.999.999.900;72.868.815;110.0
Owner;0;0;3;BHK;126.705.653;1;1;Opposite Civil Hospital,Roorkee;31.325.965.999.999.900;7.557.364.100.000.000;65.0
Dealer;0;0;3;BHK;1.150.086.256;1;1;Shyam Nagar,Jaipur;26.809.241.999.999.900;75.741.434;40.0
Dealer;1;1;3;BHK;8.448.442.017.000.000;0;1;Sector 86 Faridabad,Faridabad;28.406.388;77.342.588;26.3
Dealer;0;1;2;BHK;1.075.268.817;1;1;Sector 34 Kamothe,Lalitpur;28.583.703.999.999.900;77.360.401;100.0
Dealer;0;0;2;BHK;1.016.191.315;1;1;Chembur (East),Lalitpur;1.905.871;7.289.969;150.0
Dealer;1;1;3;BHK;9.003.760.394;0;0;Goregaon (East),Lalitpur;191.615;728.731;170.0
Dealer;0;1;3;BHK;20.581.113.800.000.000;1;1;Sector-107 Noida,Noida;28.546.788;7.737.849.399.999.990;170.0
Dealer;1;1;4;BHK;6000.0;0;1;Sector-124 Noida,Noida;28.548.382;7.732.781.899.999.990;750.0
Dealer;0;0;2;BHK;9.501.187.648;1;1;Ayyanthole,Thrissur;10.526.102.999.999.900;7.619.383;36.0
Owner;0;0;3;BHK;20.159.838.719.999.900;1;1;Rajaji Nagar,Bangalore;129.847;775.491;280.0
Owner;0;0;2;BHK;7.494.004.796;1;1;Amroli,Surat;2.123.994;7.285.651.999.999.990;12.5
Dealer;0;1;4;BHK;3.045.878.546;1;1;Sector-102 Gurgaon,Gurgaon;28.479.440.000.000.000;76.971.432;160.0
Dealer;0;1;2;BHK;1.303.707.063;1;1;Andheri (East),Lalitpur;191.145;728.712;230.0
Dealer;0;1;2;BHK;9.360.223.873;1;1;Kolshet Road,Lalitpur;24.690.279.999.999.900;7.841.889;97.0
Dealer;0;0;2;BHK;11.003.757.380.000.000;1;1;Jagatpura,Jaipur;26.832.353;75.841.749;20.5
Dealer;0;0;2;BHK;7.040.070.843;1;1;Karayanchavadi,Chennai;13.047.239.999.999.900;8.011.142.099.999.990;31.8
Dealer;0;0;3;BHK;2000.0;1;1;Thevara,Kochi;9.935.413;76.298.608;130.0
Dealer;1;1;3;BHK;16.786.570.739.999.900;0;1;Sector - 22 Dharuhera,Dharuhera;28.595.305;77.347.365;63.0
Dealer;0;1;1;BHK;41.116.623.219.999.900;1;0;New Panvel,Mumbai;18.966.114;73.148.278;48.9
Owner;0;1;2;BHK;9.500.285.008.999.990;1;1;Sector-75 Noida,Noida;28.576.117;77.382.136;50.0
Dealer;0;0;5;BHK;4.787.552.364;1;1;Hebbal,Bangalore;13.040.339.999.999.900;77.591.347;480.0
Owner;0;0;1;BHK;6.302.521.008;1;1;Rudreshawar Chowk,Latur;18.4;7.658.333;13.5
Dealer;0;0;3;BHK;1.823.154.057;1;1;Dobarwadi,Pune;1.852.361;7.384.778;160.0
Owner;0;0;3;BHK;2.250.692.521;1;1;Dera Bassi,Chandigarh;30.594.843;7.684.983.000.000.000;65.0
Owner;0;0;3;BHK;1.399.941.055;1;1;band garden road,Pune;18.531.343;7.387.771.500.000.000;190.0
Owner;0;0;3;BHK;1.635.055.592;1;1;Sinthan Nagar,Bangalore;1.296.991;7.759.796;100.0
Dealer;0;1;3;BHK;18.968.787.719.999.900;1;1;Sector-79 Gurgaon,Gurgaon;28.362.327;76.979.049;110.0
Dealer;0;1;3;BHK;1600.0;1;1;Bhandup (West),Mumbai;19.147.866;72.932.609;250.0
Dealer;0;0;3;BHK;1.447.054.818;1;1;New Alipore,Kolkata;22.530.279.999.999.900;8.833.417;85.0
Owner;0;0;3;BHK;1.640.112.465;1;1;Gulimangala,Bangalore;12.846.186;77.693.554;70.0
Dealer;1;1;2;BHK;1.110.053.917;0;1;Taloja,Lalitpur;24.690.279.999.999.900;7.841.889;70.0
Dealer;0;1;4;BHK;3.333.333.333;1;1;Sector-108 Noida,Noida;28.526.623.999.999.900;7.737.671.800.000.000;250.0
Dealer;0;1;3;BHK;2.708.070.049;1;1;Talaghattapura,Bangalore;128.682;775.321;300.0
