Lever position ;Ship speed (v) ;Gas Turbine (GT);GT rate of revolutions (GTn) ;Starboard Propeller Torque ;Port Propeller Torque (Tp);Hight Pressure (HP);HP Turbine exit pressure;GT Compressor outlet air pressure (P2) [bar]  ;GT exhaust gas pressure (Pexh) ;Turbine Injecton Control (TIC) [%]  ;GT Compressor decay state coefficient  ;FuelFlow
1.138;3;658.336;1.367.743;8.615;8.615;470.405;1.112;6.027;1.019;0.0;0.951;0.085
2.088;6;6.839.849;1.363.978;25.963;25.963;633.426;1.324;7.235;1.019;16.914;0.951;0.289
3.144;9;8379.31;1.386.758;60.355;60.355;603.868;1.389;7.56;1.02;13.0;0.951;0.257
4.161;12;14.724.495;1.547.466;113.8;113.8;659.192;1.657;8.99;1.022;18.004;0.951;0.356
5.14;15;21.636.533;1.924.315;175.286;175.286;728.951;2.078;11.175;1.026;26.235;0.951;0.519
6.175;18;29.793.015;2.307.385;246.254;246.254;797.627;2.501;13.33;1.03;35.587;0.951;0.705
7.148;21;38.982.016;2.678.086;332.139;332.139;851.969;2.963;15.647;1.035;45.682;0.951;0.904
8.206;24;50.997.444;3.087.594;438.082;438.082;949.346;3.575;18.593;1.041;62.206;0.951;1.231
9.3;27;72.763.629;3.560.411;644.805;644.805;1.112.799;4.496;22.763;1.049;92.261;0.951;1.826
1.138;3;1.364.152;1.392.262;10.058;10.058;490.886;1.143;6.189;1.019;0.0;0.951;0.108
2.088;6;6.812.263;1.363.567;25.886;25.886;631.86;1.323;7.222;1.019;16.83;0.951;0.288
3.144;9;8.379.408;1.386.758;60.352;60.352;603.039;1.389;7.552;1.02;12.966;0.951;0.257
4.161;12;14.724.507;1.547.466;113.79;113.79;658.293;1.657;8.981;1.022;17.961;0.951;0.356
5.14;15;21.636.731;1.924.316;175.314;175.314;727.957;2.078;11.164;1.026;26.179;0.951;0.518
6.175;18;29.793.409;2.307.378;246.305;246.305;796.499;2.501;13.317;1.03;35.514;0.951;0.703
7.148;21;38.981.591;2.678.088;332.071;332.071;850.929;2.962;15.63;1.035;45.6;0.951;0.903
8.206;24;50.997.647;3.087.611;438.036;438.036;948.302;3.574;18.571;1.041;62.108;0.951;1.23
9.3;27;72764.89;3.560.408;645.036;645.036;1111.9;4.495;22.735;1.049;92.155;0.951;1.824
1.138;3;1.546.392;1.396.909;10.331;10.331;495.846;1.151;6.228;1.019;0.0;0.951;0.114
2.088;6;6.804.329;1.363.165;25.813;25.813;630.888;1.323;7.214;1.019;17.081;0.951;0.287
3.144;9;8.379.536;1.386.759;60.356;60.356;602.213;1.389;7.545;1.02;12.932;0.951;0.256
4.161;12;14.724.667;1.547.467;113.8;113.8;657.396;1.657;8.972;1.022;17.918;0.951;0.355
5.14;15;21.636.912;1.924.318;175.289;175.289;726.965;2.078;11.152;1.026;26.122;0.951;0.517
6.175;18;29.793.734;2.307.367;246.233;246.233;795.373;2.5;13.303;1.03;35.441;0.951;0.702
7.148;21;38.981.209;2.678.089;332.094;332.094;849.892;2.962;15.613;1.035;45.518;0.951;0.901
8.206;24;50.997.835;3.087.621;438.133;438.133;947.261;3.573;18.55;1.041;62.011;0.951;1.228
9.3;27;72.766.064;3.560.409;644.737;644.737;1.111.004;4.494;22.708;1.049;92.049;0.951;1.822
1.138;3;2.040.263;1.407.154;10.958;10.958;510.381;1.171;6.334;1.019;0.0;0.951;0.13
2.088;6;6.683.832;1.360.383;25.3;25.3;627.573;1.318;7.185;1.019;18.426;0.951;0.284
3.144;9;8.379.651;1386.76;60.362;60.362;601.387;1.388;7.538;1.02;12.898;0.951;0.255
4.161;12;14.724.717;1.547.468;113.797;113.797;656.501;1.657;8.963;1.022;17.876;0.951;0.354
5.14;15;21637.04;1.924.321;175.297;175.297;725.975;2.077;11.141;1.026;26.066;0.951;0.516
6.175;18;29.794.061;2.307.354;246.271;246.271;794.252;2.5;13.289;1.03;35.368;0.951;0.7
7.148;21;38.980.834;2.678.088;332.198;332.198;848.858;2.961;15.596;1.035;45.437;0.951;0.9
8.206;24;50.997.927;3087.63;437.991;437.991;946.223;3.573;18.529;1.041;61.914;0.951;1.226
9.3;27;72.767.009;3.560.409;644.792;644.792;1.110.108;4.493;22.681;1.049;91.943;0.951;1.82
1.138;3;2.518.319;1413.37;11.336;11.336;524.483;1.19;6.434;1.019;0.0;0.951;0.147
2.088;6;6.700.668;1.360.796;25.381;25.381;627.019;1.319;7.18;1.019;18.085;0.951;0.284
3.144;9;8.379.719;1386.76;60.359;60.359;600.563;1.388;7.53;1.02;12.864;0.951;0.255
4.161;12;14.724.791;1.547.468;113.781;113.781;655.609;1.656;8.953;1.022;17.833;0.951;0.353
5.14;15;21.637.365;1.924.322;175.303;175.303;724.989;2.077;11.129;1.026;26.009;0.951;0.515
6.175;18;29.794.352;2.307.341;246.263;246.263;793.133;2.5;13.275;1.03;35.295;0.951;0.699
7.148;21;38.980.444;2678.09;332.128;332.128;847.826;2.96;15.579;1.035;45.356;0.951;0.898
8.206;24;50.998.006;3.087.633;438.004;438.004;945.188;3.572;18.507;1.041;61.818;0.951;1.224
9.3;27;72.768.023;3.560.413;644.998;644.998;1.109.216;4.492;22.653;1.049;91.838;0.951;1.818
1.138;3;3.357.235;1.419.064;11.699;11.699;549.554;1.222;6.608;1.019;0.0;0.951;0.176
2.088;6;6.614.398;1.359.027;25.05;25.05;624.338;1.316;7.157;1.019;18.896;0.951;0.282
3.144;9;8379.81;1.386.761;60.366;60.366;599.741;1.388;7.523;1.02;12.83;0.951;0.254
4.161;12;14.724.842;1.547.469;113.786;113.786;654.718;1.656;8.944;1.022;17.791;0.951;0.352
5.14;15;21.637.529;1.924.324;175.307;175.307;724.004;2.077;11.118;1.026;25.953;0.951;0.514
6.175;18;29.794.604;2.307.328;246.306;246.306;792.018;2.499;13.261;1.03;35.222;0.951;0.697
7.148;21;38.980.093;2678.09;332.071;332.071;846.798;2.96;15.561;1.035;45.276;0.951;0.896
8.206;24;50.997.937;3.087.634;438.131;438.131;944.156;3.571;18.486;1.041;61.721;0.951;1.222
9.3;27;72.767.558;3.560.427;645.058;645.058;1.108.319;4.49;22.626;1.049;91.731;0.951;1.816
1.138;3;4.535.968;1.415.671;11.509;11.509;584.463;1.261;6.818;1.019;0.0;0.951;0.217
2.088;6;6425.61;1356.12;24.517;24.517;619.287;1.31;7.117;1.019;20.189;0.951;0.276
3.144;9;8379.96;1.386.761;60.356;60.356;598.922;1.388;7.516;1.02;12.796;0.951;0.253
4.161;12;14.724.926;1.547.469;113.79;113.79;653.83;1.656;8.935;1.022;17.748;0.951;0.351
5.14;15;21.637.699;1.924.326;175.294;175.294;723.022;2.076;11.106;1.026;25.897;0.951;0.513
6.175;18;29.795.017;2.307.322;246.325;246.325;790.907;2.499;13.248;1.03;35.15;0.951;0.696
7.148;21;38.979.684;2.678.091;332.108;332.108;845.771;2.959;15.544;1.035;45.195;0.951;0.895
8.206;24;50.997.862;3.087.631;438.038;438.038;943.126;3.57;18.465;1.041;61.625;0.951;1.22
9.3;27;72.769.398;3.560.419;644.79;644.79;1.107.436;4.489;22.599;1.049;91.627;0.951;1.814
1.138;3;4877.17;1.413.343;11.369;11.369;593.465;1.271;6.878;1.019;0.0;0.951;0.229
2.088;6;6.349.026;1.354.853;24.297;24.297;616.71;1.307;7.095;1.019;20.555;0.951;0.274
3.144;9;8.380.049;1.386.762;60.363;60.363;598.103;1.388;7.508;1.02;12.762;0.951;0.253
4.161;12;14.725.042;1547.47;113.79;113.79;652.945;1.656;8.926;1.022;17.706;0.951;0.35
5.14;15;21.637.674;1.924.328;175.325;175.325;722.041;2.076;11.095;1.026;25.841;0.951;0.512
6.175;18;29.795.179;2.307.304;246.282;246.282;789.799;2.499;13.234;1.03;35.077;0.951;0.694
7.148;21;38.979.092;2.678.083;332.044;332.044;844.736;2.959;15.527;1.035;45.114;0.951;0.893
8.206;24;50.997.726;3087.63;438.122;438.122;942.099;3.569;18.443;1.041;61.528;0.951;1.218
9.3;27;72.770.122;3560.42;645.067;645.067;1.106.549;4.488;22.572;1.049;91.521;0.951;1.812
1.138;3;5.549.954;1.406.842;10.98;10.98;612.011;1.291;6.99;1.019;0.0;0.951;0.251
2.088;6;6230.81;1.353.194;23.992;23.992;613.15;1.303;7.067;1.019;21.191;0.951;0.271
3.144;9;8.380.117;1.386.763;60.362;60.362;597.286;1.388;7.501;1.02;12.729;0.951;0.252
4.161;12;14.725.118;1.547.471;113.791;113.791;652.061;1.656;8.917;1.022;17.663;0.951;0.35
5.14;15;21.637.858;1924.33;175.319;175.319;721.064;2.076;11.084;1.026;25.785;0.951;0.51
6.175;18;29.795.487;2.307.296;246.269;246.269;788.695;2.498;13.22;1.03;35.005;0.951;0.693
7.148;21;38.978.678;2.678.079;332.132;332.132;843.703;2.958;15.51;1.035;45.033;0.951;0.892
8.206;24;50.997.624;3.087.627;438.025;438.025;941.075;3.568;18.422;1.041;61.433;0.951;1.216
9.3;27;72770.67;3.560.426;645.064;645.064;1.105.665;4.487;22.544;1.049;91.416;0.951;1.81
1.138;3;6.851.723;1.387.759;9.843;9.843;649.152;1.325;7.183;1.019;0.0;0.951;0.297
2.088;6;6.049.323;1351.3;23.644;23.644;607.996;1.297;7.028;1.019;21.871;0.951;0.265
3.144;9;8.380.271;1.386.763;60.372;60.372;596.471;1.388;7.494;1.02;12.695;0.951;0.251
4.161;12;14.725.179;1.547.472;113.796;113.796;651.179;1.655;8.908;1.022;17.621;0.951;0.349
5.14;15;21.638.167;1.924.331;175.296;175.296;720.091;2.076;11.072;1.026;25.729;0.951;0.509
6.175;18;29.795.892;2.307.291;246.298;246.298;787.593;2.498;13.207;1.03;34.933;0.951;0.692
7.148;21;38.978.202;2678.08;332.037;332.037;842.672;2.957;15.493;1.035;44.952;0.951;0.89
8.206;24;50997.52;3.087.625;438.139;438.139;940.055;3.567;18.401;1.041;61.337;0.951;1.214
9.3;27;72.772.093;3.560.423;644.768;644.768;1.104.787;4.485;22.518;1.049;91.312;0.951;1.808
1.138;3;7450.7;1.362.953;8.398;8.398;671.546;1.334;7.245;1.019;11.593;0.951;0.333
2.088;6;5.978.152;1.350.665;23.528;23.528;605.424;1.295;7.008;1.019;22.01;0.951;0.263
3.144;9;8.380.353;1.386.764;60.362;60.362;595.658;1.388;7.487;1.02;12.661;0.951;0.251
4.161;12;14.725.284;1.547.472;113.807;113.807;650.3;1.655;8.899;1.022;17.579;0.951;0.348
5.14;15;21.638.124;1.924.334;175.295;175.295;719.117;2.075;11.061;1.026;25.674;0.951;0.508
6.175;18;29.796.181;2.307.282;246.343;246.343;786.496;2.498;13.193;1.03;34.861;0.951;0.69
7.148;21;38977.87;2.678.079;332.127;332.127;841.644;2.957;15.476;1.035;44.871;0.951;0.888
8.206;24;50.997.407;3.087.623;438.026;438.026;939.037;3.566;18.38;1.041;61.241;0.951;1.212
9.3;27;72.772.935;3.560.424;645.057;645.057;1.103.908;4.484;22.491;1.049;91.208;0.951;1.806
1.138;3;7107.82;1.341.276;7.172;7.172;667.124;1.319;7.161;1.019;22.211;0.951;0.333
2.088;6;5.644.773;1347.91;23.022;23.022;596.417;1.284;6.941;1.019;22.742;0.951;0.253
3.144;9;8.380.471;1.386.764;60.369;60.369;594.846;1.387;7.479;1.02;12.628;0.951;0.25
4.161;12;14.725.411;1.547.473;113.804;113.804;649.423;1.655;8.89;1.022;17.537;0.951;0.347
5.14;15;21.638.461;1.924.335;175.32;175.32;718.149;2.075;11.05;1.026;25.618;0.951;0.507
6.175;18;29.796.476;2.307.274;246.351;246.351;785.401;2.497;13.179;1.03;34.79;0.951;0.689
7.148;21;38.977.552;2.678.076;332.109;332.109;840.619;2.956;15.46;1.035;44.791;0.951;0.887
8.206;24;50997.29;3.087.621;438.113;438.113;938.022;3.565;18.359;1.041;61.146;0.951;1.211
9.3;27;72.773.322;3.560.429;644.897;644.897;1103.03;4.483;22.464;1.049;91.104;0.951;1.803
1.138;3;6.325.587;1.326.276;6.334;6.334;649.203;1.293;7.011;1.019;28.278;0.951;0.316
2.088;6;5659.9;1.348.166;23.075;23.075;595.957;1.284;6.938;1.019;22.7;0.951;0.252
3.144;9;8.380.594;1.386.765;60.377;60.377;594.037;1.387;7.472;1.02;12.594;0.951;0.249
4.161;12;14.725.508;1.547.473;113.809;113.809;648.549;1.655;8.881;1.022;17.495;0.951;0.346
5.14;15;21.638.669;1.924.337;175.333;175.333;717.182;2.075;11.038;1.026;25.563;0.951;0.506
6.175;18;29.796.735;2.307.265;246.273;246.273;784.31;2.497;13.166;1.03;34.718;0.951;0.687
7.148;21;38.977.226;2.678.075;332.147;332.147;839.597;2.956;15.443;1.035;44.711;0.951;0.885
8.206;24;50.997.204;3.087.618;438.053;438.053;937.011;3.564;18.338;1.041;61.051;0.951;1.209
9.3;27;72.774.147;3560.43;645.135;645.135;1.102.156;4.482;22.437;1.049;91.0;0.951;1.801
1.138;3;4833.55;1.312.648;5.583;5.583;612.261;1.247;6.75;1.019;32.888;0.951;0.275
2.088;6;5.435.012;1.346.949;22.855;22.855;589.509;1.277;6.895;1.019;23.17;0.951;0.245
3.144;9;8.380.651;1.386.766;60.378;60.378;593.228;1.387;7.465;1.02;12.56;0.951;0.249
4.161;12;14.725.498;1.547.474;113.809;113.809;647.675;1.655;8.873;1.022;17.453;0.951;0.345
5.14;15;21.638.493;1924.34;175.3;175.3;716.215;2.074;11.027;1.026;25.507;0.951;0.505
6.175;18;29.797.016;2.307.258;246.276;246.276;783.222;2.496;13.152;1.03;34.647;0.951;0.686
7.148;21;38.976.879;2.678.075;332.155;332.155;838.578;2.955;15.426;1.035;44.631;0.951;0.884
8.206;24;50.997.018;3.087.619;438.02;438.02;936.002;3.564;18.317;1.041;60.956;0.951;1.207
9.3;27;72.775.064;3.560.427;644.876;644.876;1.101.285;4.481;22.41;1.049;90.896;0.951;1.799
1.138;3;3.731.525;1.308.226;5.341;5.341;582.191;1.212;6.556;1.019;33.556;0.951;0.241
2.088;6;5.246.185;1346.03;22.676;22.676;583.691;1.271;6.85;1.019;22.919;0.951;0.239
3.144;9;8.380.754;1.386.766;60.372;60.372;592.421;1.387;7.458;1.02;12.527;0.951;0.248
4.161;12;14.725.566;1.547.475;113.813;113.813;646.804;1.654;8.864;1.022;17.411;0.951;0.345
5.14;15;21.638.984;1924.34;175.35;175.35;715.255;2.074;11.016;1.026;25.452;0.951;0.504
6.175;18;29797.22;2.307.249;246.333;246.333;782.138;2.496;13.139;1.03;34.576;0.951;0.685
7.148;21;38.976.641;2.678.074;332.11;332.11;837.562;2.954;15.409;1.035;44.551;0.951;0.882
8.206;24;50.996.911;3.087.617;438.127;438.127;934.996;3.563;18.296;1.041;60.862;0.951;1.205
9.3;27;72774.75;3.560.436;645.035;645.035;1100.41;4.479;22.383;1.049;90.792;0.951;1.797
1.138;3;1.022.661;1.316.344;5.748;5.748;495.14;1.121;6.02;1.019;24.972;0.951;0.135
2.088;6;5.304.011;1346.26;22.727;22.727;584.426;1.273;6.856;1.019;23.037;0.951;0.24
3.144;9;8.380.862;1.386.767;60.375;60.375;591.616;1.387;7.451;1.02;12.493;0.951;0.247
4.161;12;14.725.718;1.547.475;113.8;113.8;645.936;1.654;8.855;1.022;17.37;0.951;0.344
5.14;15;21639.2;1.924.342;175.306;175.306;714.295;2.074;11.005;1.026;25.397;0.951;0.503
6.175;18;29.797.492;2.307.243;246.361;246.361;781.057;2.496;13.125;1.03;34.505;0.951;0.683
7.148;21;38.976.264;2.678.074;332.053;332.053;836.548;2.954;15.392;1.035;44.471;0.951;0.88
8.206;24;50.996.795;3.087.615;438.121;438.121;933.993;3.562;18.275;1.041;60.767;0.951;1.203
9.3;27;72.776.613;3560.43;645.021;645.021;1.099.549;4.478;22.357;1.049;90.69;0.951;1.795
1.138;3;967.724;1.317.531;5.81;5.81;492.11;1.119;6.008;1.019;24.091;0.951;0.132
2.088;6;5.270.947;1.346.224;22.712;22.712;582.753;1.272;6.844;1.019;23.006;0.951;0.238
3.144;9;8380.92;1.386.767;60.374;60.374;590.813;1.387;7.443;1.02;12.46;0.951;0.247
4.161;12;14725.82;1.547.476;113.815;113.815;645.07;1.654;8.846;1.022;17.328;0.951;0.343
5.14;15;21639.17;1.924.345;175.307;175.307;713.337;2.074;10.994;1.026;25.342;0.951;0.502
6.175;18;29.797.832;2307.24;246.314;246.314;779.978;2.495;13.112;1.03;34.435;0.951;0.682
7.148;21;38.976.011;2.678.075;332.143;332.143;835.537;2.953;15.376;1.035;44.392;0.951;0.879
8.206;24;50.996.726;3.087.611;438.125;438.125;932.994;3.561;18.254;1.041;60.673;0.951;1.201
9.3;27;72.776.725;3.560.438;644.823;644.823;1.098.682;4.477;22.33;1.049;90.586;0.951;1.793
1.138;3;269.362;1.334.874;6.744;6.744;457.68;1.093;5.842;1.019;13.171;0.951;0.085
2.088;6;4.975.167;1.345.199;22.523;22.523;574.277;1.263;6.788;1.019;23.125;0.951;0.228
3.144;9;8.381.047;1.386.768;60.37;60.37;590.011;1.387;7.436;1.02;12.427;0.951;0.246
4.161;12;14.725.899;1.547.476;113.814;113.814;644.206;1.654;8.837;1.022;17.286;0.951;0.342
5.14;15;21.639.525;1.924.346;175.329;175.329;712.383;2.073;10.983;1.026;25.287;0.951;0.501
6.175;18;29.797.882;2307.23;246.37;246.37;778.903;2.495;13.098;1.03;34.364;0.951;0.68
7.148;21;38.975.725;2.678.074;332.06;332.06;834.529;2.953;15.359;1.035;44.312;0.951;0.877
8.206;24;50.995.806;3.087.591;438.05;438.05;931.973;3.56;18.233;1.041;60.578;0.951;1.199
9.3;27;72.777.624;3.560.435;645.057;645.057;1097.82;4.476;22.303;1.049;90.483;0.951;1.791
1.138;3;267.668;1.345.641;7.335;7.335;451.241;1.094;5.833;1.019;6.793;0.951;0.073
2.088;6;4547.63;1.344.449;22.378;22.378;561.992;1.249;6.705;1.019;23.184;0.951;0.213
3.144;9;8.381.126;1.386.768;60.377;60.377;589.211;1.387;7.429;1.02;12.393;0.951;0.245
4.161;12;14.725.966;1.547.477;113.81;113.81;643.344;1.654;8.828;1.022;17.245;0.951;0.341
5.14;15;21.639.652;1.924.348;175.307;175.307;711.43;2.073;10.971;1.026;25.232;0.951;0.499
6.175;18;29.798.172;2.307.227;246.298;246.298;777.831;2.495;13.085;1.03;34.294;0.951;0.679
7.148;21;38.975.439;2.678.076;332.014;332.014;833.523;2.952;15.342;1.035;44.233;0.951;0.876
8.206;24;50.995.238;3.087.578;437.967;437.967;930.955;3.559;18.213;1.041;60.482;0.951;1.197
9.3;27;72.778.089;3.560.441;644.816;644.816;1.096.959;4.474;22.277;1.049;90.381;0.951;1.789
1.138;3;518.674;1.360.145;8.155;8.155;454.891;1.105;5.89;1.019;0.0;0.951;0.073
2.088;6;4.682.313;1.344.772;22.443;22.443;564.809;1.253;6.722;1.019;23.083;0.951;0.217
3.144;9;8.381.262;1.386.769;60.375;60.375;588.413;1.387;7.422;1.02;12.36;0.951;0.245
4.161;12;14.726.051;1.547.478;113.815;113.815;642.484;1.653;8.819;1.022;17.203;0.951;0.341
5.14;15;21.639.475;1924.35;175.327;175.327;710.478;2.073;10.96;1.026;25.177;0.951;0.498
6.175;18;29.798.399;2.307.223;246.329;246.329;776.761;2.494;13.071;1.03;34.224;0.951;0.678
7.148;21;38.975.114;2.678.077;332.075;332.075;832.52;2.951;15.326;1.035;44.154;0.951;0.874
8.206;24;50.994.986;3.087.569;437.996;437.996;929.941;3.558;18.192;1.041;60.388;0.951;1.195
9.3;27;72.778.688;3.560.446;645.024;645.024;1.096.101;4.473;22.25;1.049;90.278;0.951;1.787
1.138;3;817.08;1.372.848;8.879;8.879;462.899;1.118;5.956;1.019;0.0;0.951;0.082
2.088;6;4.432.116;1.344.623;22.406;22.406;557.239;1.245;6.673;1.019;22.945;0.951;0.208
3.144;9;8.381.352;1386.77;60.375;60.375;587.616;1.386;7.415;1.02;12.327;0.951;0.244
4.161;12;14.726.161;1.547.478;113.797;113.797;641.626;1.653;8.811;1.022;17.162;0.951;0.34
5.14;15;21639.98;1.924.351;175.318;175.318;709.532;2.073;10.949;1.026;25.123;0.951;0.497
6.175;18;29.798.492;2.307.219;246.334;246.334;775.695;2.494;13.058;1.03;34.154;0.951;0.676
7.148;21;38.974.897;2.678.074;332.03;332.03;831.52;2.951;15.309;1.035;44.076;0.951;0.873
8.206;24;50994.81;3.087.563;437.967;437.967;928.931;3.558;18.172;1.041;60.294;0.951;1.194
9.3;27;72.780.629;3.560.493;645.178;645.178;1.095.258;4.472;22.224;1.049;90.178;0.951;1.785
1.138;3;792.328;1.371.743;8.812;8.812;461.52;1.117;5.943;1.019;0.0;0.951;0.08
2.088;6;4.357.517;1.344.628;22.408;22.408;554.318;1.243;6.651;1.019;22.891;0.951;0.205
3.144;9;8.381.511;1386.77;60.386;60.386;586.822;1.386;7.408;1.02;12.294;0.951;0.243
4.161;12;14.726.217;1.547.479;113.815;113.815;640.77;1.653;8.802;1.022;17.121;0.951;0.339
5.14;15;21.639.896;1.924.354;175.328;175.328;708.585;2.072;10.938;1.026;25.068;0.951;0.496
6.175;18;29.798.524;2.307.212;246.32;246.32;774.632;2.494;13.045;1.03;34.085;0.951;0.675
7.148;21;38.974.563;2.678.075;332.095;332.095;830.522;2.95;15.293;1.035;43.997;0.951;0.871
8.206;24;50.994.731;3.087.557;438.039;438.039;927.925;3.557;18.152;1.041;60.2;0.951;1.192
9.3;27;72.781.069;3.560.651;644.94;644.94;1.094.419;4.471;22.198;1.049;90.078;0.951;1.783
1.138;3;1.096.746;1.383.334;9.49;9.49;469.73;1.131;6.005;1.019;0.0;0.951;0.09
2.088;6;4.098.941;1.345.128;22.488;22.488;546.172;1.235;6.6;1.019;22.154;0.951;0.195
3.144;9;8.381.538;1.386.771;60.377;60.377;586.028;1.386;7.401;1.02;12.26;0.951;0.243
4.161;12;14.726.348;1547.48;113.796;113.796;639.917;1.653;8.793;1.022;17.08;0.951;0.338
5.14;15;21.640.332;1.924.355;175.334;175.334;707.644;2.072;10.927;1.026;25.014;0.951;0.495
6.175;18;29.798.623;2.307.208;246.316;246.316;773.571;2.493;13.031;1.03;34.015;0.951;0.673
7.148;21;38.974.385;2.678.075;332.011;332.011;829.528;2.95;15.276;1.035;43.919;0.951;0.87
8.206;24;50.994.595;3.087.555;437.967;437.967;926.921;3.556;18.132;1.041;60.106;0.951;1.19
9.3;27;72.783.338;3560.74;645.249;645.249;1.093.588;4.47;22.172;1.049;89.979;0.951;1.781
1.138;3;1133.08;1.384.231;9.538;9.538;470.25;1.132;6.01;1.019;0.0;0.951;0.091
2.088;6;3.923.278;1.345.812;22.605;22.605;540.219;1.229;6.564;1.019;21.315;0.951;0.188
3.144;9;8.381.748;1.386.771;60.393;60.393;585.237;1.386;7.394;1.02;12.227;0.951;0.242
4.161;12;14.726.402;1547.48;113.822;113.822;639.065;1.653;8.784;1.022;17.038;0.951;0.337
5.14;15;21.640.162;1.924.358;175.324;175.324;706.702;2.072;10.916;1.026;24.96;0.951;0.494
6.175;18;29.798.588;2.307.203;246.321;246.321;772.514;2.493;13.018;1.03;33.946;0.951;0.672
7.148;21;38974.1;2.678.076;332.118;332.118;828.535;2.949;15.26;1.035;43.84;0.951;0.868
8.206;24;50.994.506;3.087.553;437.96;437.96;925.921;3.555;18.111;1.041;60.012;0.951;1.188
9.3;27;72.781.851;3.560.726;645.213;645.213;1.092.724;4.468;22.146;1.049;89.875;0.951;1.779
1.138;3;408.232;1.332.016;6.616;6.616;477.401;1.099;5.977;1.019;17.335;0.952;0.105
2.088;6;6.946.956;1.369.166;26.915;26.915;636.147;1.329;7.273;1.019;14.287;0.952;0.291
3.144;9;8.378.992;1.386.756;60.351;60.351;605.061;1.389;7.575;1.02;13.052;0.952;0.258
4.161;12;14724.15;1.547.464;113.794;113.794;660.523;1.658;9.009;1.022;18.072;0.952;0.358
5.14;15;21.635.868;1.924.312;175.32;175.32;730.402;2.079;11.2;1.026;26.325;0.952;0.521
6.175;18;29.792.076;2.307.424;246.216;246.216;799.357;2.502;13.36;1.03;35.708;0.952;0.707
7.148;21;38.983.463;2.678.085;332.224;332.224;853.371;2.965;15.685;1.035;45.809;0.952;0.907
8.206;24;50996.44;3.087.547;438.009;438.009;950.762;3.578;18.639;1.041;62.361;0.952;1.235
9.3;27;72.762.643;3.560.396;644.899;644.899;1.113.433;4.5;22.824;1.049;92.397;0.952;1.829
1.138;3;311.378;1.350.488;7.638;7.638;462.814;1.097;5.946;1.019;6.304;0.952;0.08
2.088;6;6.940.633;1.368.741;26.826;26.826;635.182;1.329;7.263;1.019;14.08;0.952;0.29
3.144;9;8.379.074;1.386.757;60.346;60.346;604.229;1.389;7.568;1.02;13.017;0.952;0.258
4.161;12;14.724.219;1.547.464;113.795;113.795;659.62;1.658;9.0;1.022;18.029;0.952;0.357
5.14;15;21.635.855;1.924.314;175.28;175.28;729.402;2.079;11.188;1.026;26.268;0.952;0.52
6.175;18;29.792.449;2.307.413;246.207;246.207;798.222;2.502;13.346;1.03;35.635;0.952;0.706
7.148;21;38.983.051;2.678.086;332.094;332.094;852.325;2.964;15.668;1.035;45.727;0.952;0.905
8.206;24;50.996.907;3087.57;438.111;438.111;949.713;3.577;18.618;1.041;62.264;0.952;1.233
9.3;27;72.763.295;3.560.399;645.042;645.042;1.112.526;4.499;22.797;1.049;92.29;0.952;1.827
1.138;3;477.1;1.359.897;8.162;8.162;464.682;1.104;5.981;1.019;1.102;0.952;0.079
2.088;6;6.794.147;1.363.089;25.79;25.79;631.982;1.323;7.227;1.019;17.266;0.952;0.288
3.144;9;8.379.168;1.386.757;60.346;60.346;603.399;1.389;7.56;1.02;12.983;0.952;0.257
4.161;12;14.724.258;1.547.465;113.795;113.795;658.719;1.658;8.991;1.022;17.985;0.952;0.356
5.14;15;21.636.331;1.924.315;175.296;175.296;728.408;2.078;11.177;1.026;26.211;0.952;0.519
6.175;18;29.792.795;2.307.402;246.213;246.213;797.09;2.501;13.332;1.03;35.561;0.952;0.704
7.148;21;38.982.581;2.678.086;332.112;332.112;851.283;2.963;15.651;1.035;45.646;0.952;0.904
8.206;24;50.997.245;3087.59;438.135;438.135;948.666;3.576;18.596;1.041;62.166;0.952;1.231
9.3;27;72.763.637;3.560.409;644.991;644.991;1111.62;4.498;22.769;1.049;92.182;0.952;1.825
1.138;3;928.997;1.378.349;9.224;9.224;477.509;1.124;6.083;1.019;0.0;0.952;0.093
2.088;6;6700.45;1.360.721;25.366;25.366;629.204;1.319;7.2;1.019;18.087;0.952;0.286
3.144;9;8.379.308;1.386.758;60.36;60.36;602.571;1.389;7.553;1.02;12.949;0.952;0.256
4.161;12;14.724.382;1.547.466;113.786;113.786;657.82;1.657;8.982;1.022;17.943;0.952;0.355
5.14;15;21.636.034;1.924.318;175.321;175.321;727.411;2.078;11.165;1.026;26.154;0.952;0.518
6.175;18;29.793.053;2.307.384;246.234;246.234;795.961;2.501;13.318;1.03;35.488;0.952;0.703
7.148;21;38.982.211;2.678.086;332.135;332.135;850.243;2.963;15.633;1.035;45.564;0.952;0.902
8.206;24;50.997.479;3.087.606;438.089;438.089;947.622;3.575;18.575;1.041;62.069;0.952;1.229
9.3;27;72.765.039;3.560.405;644.761;644.761;1.110.722;4.496;22.742;1.049;92.076;0.952;1.823
1.138;3;1.467.562;1.394.877;10.206;10.206;493.059;1.148;6.211;1.019;0.0;0.952;0.111
2.088;6;6.632.454;1.359.092;25.066;25.066;626.964;1.317;7.181;1.019;18.861;0.952;0.284
3.144;9;8.379.415;1.386.758;60.355;60.355;601.745;1.389;7.545;1.02;12.915;0.952;0.256
4.161;12;14.724.526;1.547.466;113.798;113.798;656.924;1.657;8.973;1.022;17.9;0.952;0.354
